Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,033047,1908,28.1,30.5,29.3,27.2,25.4,22.0,22.2,23.3,24.8,26.2,27.8,30.5,26.4
IDCJAC0002,033047,1909,29.8,29.6,28.1,27.2,25.6,23.4,22.5,24.8,26.0,29.2,30.1,29.7,27.2
IDCJAC0002,033047,1910,29.8,29.1,28.8,26.7,26.0,23.0,23.5,23.9,25.9,28.1,29.3,32.4,27.2
IDCJAC0002,033047,1911,29.7,30.1,28.4,28.1,25.8,23.4,23.9,24.7,27.3,29.2,30.7,33.6,27.9
IDCJAC0002,033047,1912,32.1,31.4,29.8,28.5,25.3,24.4,23.5,24.1,28.0,29.2,29.7,31.6,28.1
IDCJAC0002,033047,1913,29.9,29.4,29.3,27.5,24.3,22.8,23.3,24.1,27.3,28.8,32.8,32.8,27.7
IDCJAC0002,033047,1914,30.8,30.2,30.4,29.8,26.5,23.4,22.3,24.3,26.7,28.5,30.4,32.4,28.0
IDCJAC0002,033047,1915,34.5,33.1,30.2,29.7,27.2,26.0,26.2,27.0,30.2,30.3,32.5,30.0,29.7
IDCJAC0002,033047,1916,30.1,32.2,32.6,28.9,26.3,26.4,25.2,26.0,27.9,30.8,30.9,30.0,28.9
IDCJAC0002,033047,1917,31.4,30.1,30.0,28.1,25.7,23.2,26.0,24.5,27.9,30.3,30.4,30.3,28.2
IDCJAC0002,033047,1918,30.5,31.1,30.3,27.0,24.3,24.9,23.5,23.1,26.9,28.7,30.9,32.4,27.8
IDCJAC0002,033047,1919,32.0,32.3,33.5,29.2,26.1,24.5,23.6,25.4,28.1,30.3,30.9,33.3,29.1
IDCJAC0002,033047,1920,32.0,30.7,31.5,27.8,26.5,25.1,24.3,25.3,26.6,28.8,30.8,32.8,28.5
IDCJAC0002,033047,1921,30.6,29.4,28.1,28.7,27.3,26.0,24.5,23.5,26.0,28.9,30.3,31.8,27.9
IDCJAC0002,033047,1922,32.9,31.0,30.6,29.9,26.9,25.2,22.4,25.5,27.7,30.9,31.7,33.4,29.0
IDCJAC0002,033047,1923,32.7,32.8,32.2,28.6,28.7,25.1,23.5,24.6,29.5,30.6,32.6,33.2,29.5
IDCJAC0002,033047,1924,34.2,31.9,30.3,27.9,25.4,24.0,24.2,25.1,28.5,31.3,30.9,31.4,28.8
IDCJAC0002,033047,1925,31.9,31.4,30.3,27.6,27.6,24.5,23.7,24.7,26.6,30.1,31.9,32.6,28.6
IDCJAC0002,033047,1926,32.2,32.4,30.7,30.2,28.6,25.6,26.4,28.1,27.1,31.2,32.7,32.7,29.8
IDCJAC0002,033047,1927,31.7,30.7,30.4,28.5,26.8,25.1,23.6,25.6,27.2,29.3,31.5,30.8,28.4
IDCJAC0002,033047,1928,30.9,31.1,29.1,29.2,25.1,23.7,23.8,25.5,29.9,32.3,31.1,30.7,28.5
IDCJAC0002,033047,1929,30.8,32.1,30.9,28.4,26.2,22.8,23.4,25.7,27.4,31.0,33.7,34.8,28.9
IDCJAC0002,033047,1930,31.1,30.4,29.5,28.8,25.2,22.9,24.2,25.8,28.7,30.2,null,32.7,null
IDCJAC0002,033047,1931,34.7,31.7,32.3,29.3,28.3,26.9,26.2,27.4,29.8,30.0,31.5,31.5,30.0
IDCJAC0002,033047,1932,30.9,31.5,31.8,31.8,25.3,23.5,22.1,23.9,27.3,30.2,30.4,30.4,28.3
IDCJAC0002,033047,1933,31.7,29.2,30.8,28.2,26.5,22.8,21.8,22.6,24.9,26.9,28.1,29.5,26.9
IDCJAC0002,033047,1934,29.4,30.2,27.8,27.1,24.5,22.7,22.8,23.6,25.8,27.6,29.9,32.1,27.0
IDCJAC0002,033047,1935,32.9,33.3,29.1,27.6,25.1,22.8,22.8,23.3,26.4,27.9,28.9,32.6,27.7
IDCJAC0002,033047,1936,29.9,28.5,27.4,26.9,24.2,21.6,22.1,25.1,25.3,29.0,29.1,28.8,26.5
IDCJAC0002,033047,1937,30.8,29.5,28.3,27.9,26.8,22.7,22.2,23.4,26.2,28.8,29.8,31.3,27.3
IDCJAC0002,033047,1938,31.8,31.3,29.0,29.0,25.5,23.1,21.8,23.3,25.1,28.2,29.1,30.8,27.3
IDCJAC0002,033047,1939,31.5,28.3,29.6,26.5,25.0,22.8,21.9,24.2,25.1,27.4,29.7,31.6,27.0
IDCJAC0002,033047,1940,30.5,29.4,28.4,26.3,25.3,23.3,23.3,23.6,26.0,27.7,31.0,31.6,27.2
IDCJAC0002,033047,1941,29.7,28.9,29.5,26.6,24.8,22.3,23.1,23.6,26.9,29.0,29.0,30.7,27.0
IDCJAC0002,033047,1942,31.6,29.7,30.9,28.3,25.9,24.4,23.3,26.0,26.7,28.8,30.7,29.0,27.9
IDCJAC0002,033047,1943,30.1,29.3,29.9,29.2,25.5,22.6,24.4,26.1,28.2,30.2,31.4,32.9,28.3
IDCJAC0002,033047,1944,32.0,30.0,28.2,27.8,26.5,23.5,23.8,24.8,26.6,28.2,31.0,32.7,27.9
IDCJAC0002,033047,1945,32.2,31.9,29.4,27.1,25.7,24.8,22.2,25.8,27.1,27.8,29.4,30.7,27.8
IDCJAC0002,033047,1946,30.2,30.4,30.2,29.8,27.1,24.3,24.1,25.4,26.9,28.1,31.3,31.6,28.3
IDCJAC0002,033047,1947,32.5,28.1,29.1,27.5,25.1,24.1,23.7,24.7,25.9,27.6,29.7,31.6,27.5
IDCJAC0002,033047,1948,29.6,29.1,29.5,27.2,25.4,23.2,22.7,24.5,26.9,29.5,30.7,30.4,27.4
IDCJAC0002,033047,1949,29.5,30.7,28.7,25.8,24.7,22.2,23.2,24.0,26.3,29.2,30.4,31.1,27.1
IDCJAC0002,033047,1950,30.2,29.9,28.9,26.7,25.8,22.3,22.6,22.8,25.3,27.8,28.3,28.3,26.6
IDCJAC0002,033047,1951,28.5,29.3,29.4,29.3,25.4,24.1,23.0,25.0,26.0,29.3,31.2,31.6,27.7
IDCJAC0002,033047,1952,30.3,29.7,28.9,27.8,25.5,23.8,22.6,24.9,26.5,28.9,32.4,32.5,27.8
IDCJAC0002,033047,1953,28.9,29.1,28.3,28.2,25.6,24.0,23.5,23.8,25.6,29.3,30.9,32.1,27.4
IDCJAC0002,033047,1954,29.6,30.2,29.6,26.6,24.9,22.6,23.5,23.6,25.5,26.8,29.3,28.9,26.8
IDCJAC0002,033047,1955,30.3,28.9,28.9,27.6,25.1,22.9,22.7,25.4,26.1,30.4,29.3,32.5,27.5
IDCJAC0002,033047,1956,30.3,30.8,28.8,27.8,25.3,23.1,22.5,22.5,24.7,29.2,29.7,31.0,27.1
IDCJAC0002,033047,1957,29.7,30.4,28.5,28.0,25.1,23.3,21.7,23.9,25.9,29.2,31.1,32.4,27.4
IDCJAC0002,033047,1958,30.8,29.4,29.7,27.2,26.9,23.4,24.4,24.9,26.0,30.0,29.6,31.4,27.8
IDCJAC0002,033047,1959,29.8,29.0,28.8,26.7,23.9,22.6,22.8,24.3,26.4,28.6,null,null,null
IDCJAC0002,033047,1960,29.1,30.1,28.3,27.5,24.1,22.9,22.3,23.3,27.0,29.0,29.6,30.1,26.9
IDCJAC0002,033047,1961,28.5,29.8,28.2,27.2,24.0,23.0,23.7,23.8,26.3,28.5,29.4,30.2,26.9
IDCJAC0002,033047,1962,30.3,30.1,29.0,26.5,26.1,24.7,23.4,24.0,27.3,30.2,31.2,30.5,27.8
IDCJAC0002,033047,1963,29.7,30.3,29.6,26.8,26.3,23.9,23.3,23.8,27.1,26.4,29.5,29.7,27.2
IDCJAC0002,033047,1964,31.0,30.3,28.5,27.9,25.3,23.4,23.9,25.1,26.6,28.4,29.2,31.2,27.6
