Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,028010,1913,33.1,31.8,30.7,30.7,28.7,28.1,28.0,29.4,31.7,32.6,37.0,34.7,31.4
IDCJAC0002,028010,1914,32.4,32.2,32.0,31.3,30.2,27.7,28.0,27.8,30.6,32.8,34.1,35.2,31.2
IDCJAC0002,028010,1915,34.3,34.7,32.7,32.7,31.1,29.7,30.6,32.3,34.9,34.9,36.6,33.8,33.2
IDCJAC0002,028010,1916,32.9,33.1,33.8,33.2,29.8,30.6,29.3,31.4,32.5,35.6,35.2,33.8,32.6
IDCJAC0002,028010,1917,33.4,32.3,32.9,32.2,30.5,28.7,30.4,31.1,33.7,33.3,34.4,31.8,32.1
IDCJAC0002,028010,1918,31.9,30.7,31.2,30.7,29.8,28.9,27.5,29.3,31.3,34.6,35.2,33.8,31.2
IDCJAC0002,028010,1919,33.5,32.3,32.1,31.4,30.4,28.6,27.9,29.3,30.8,33.7,33.9,34.9,31.6
IDCJAC0002,028010,1920,32.5,32.3,31.9,31.4,28.9,28.8,28.8,30.7,31.9,33.1,34.2,33.4,31.5
IDCJAC0002,028010,1921,30.8,31.3,30.6,29.3,29.6,28.9,28.2,28.6,32.4,33.9,34.8,34.0,31.0
IDCJAC0002,028010,1922,33.1,31.6,30.8,31.1,29.8,28.7,27.2,29.1,32.9,34.4,35.2,35.2,31.6
IDCJAC0002,028010,1923,33.3,32.2,30.9,30.3,30.3,28.4,27.6,28.4,31.6,33.5,34.9,34.3,31.3
IDCJAC0002,028010,1924,34.2,32.9,30.6,31.7,29.5,28.1,27.9,29.5,31.1,33.7,34.3,32.9,31.4
IDCJAC0002,028010,1925,32.9,31.8,30.4,29.3,29.8,27.7,26.9,28.7,30.6,33.7,33.9,35.0,30.9
IDCJAC0002,028010,1926,33.6,33.2,32.8,31.9,31.5,29.2,28.3,30.6,31.9,34.7,34.4,34.4,32.2
IDCJAC0002,028010,1927,32.5,31.3,32.6,30.4,29.6,28.6,28.0,28.9,30.6,33.2,35.4,34.7,31.3
IDCJAC0002,028010,1928,33.7,32.8,30.6,32.1,28.7,28.4,28.2,27.6,33.2,35.1,34.2,36.0,31.7
IDCJAC0002,028010,1929,31.6,30.6,31.8,29.8,28.7,27.8,27.5,29.0,30.3,33.5,35.2,34.2,30.8
IDCJAC0002,028010,1930,30.9,31.1,31.0,31.0,29.3,27.9,27.7,29.6,29.9,30.8,33.4,33.3,30.5
IDCJAC0002,028010,1931,33.9,33.1,32.4,32.0,31.1,29.3,29.6,29.8,32.1,32.8,33.2,33.6,31.9
IDCJAC0002,028010,1932,32.2,32.4,29.8,32.4,29.4,28.1,27.1,28.7,32.1,35.4,35.0,34.8,31.4
IDCJAC0002,028010,1933,33.7,31.4,32.6,30.9,30.1,27.7,28.6,28.5,32.2,32.3,33.0,32.2,31.1
