Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,029038,1965,null,null,null,null,null,null,null,null,null,null,36.4,34.1,null
IDCJAC0002,029038,1966,33.2,33.0,34.1,33.9,32.2,31.7,30.9,32.4,35.4,35.7,36.2,36.3,33.8
IDCJAC0002,029038,1967,35.4,31.9,31.6,32.3,32.2,30.8,null,null,null,null,36.7,35.3,null
IDCJAC0002,029038,1968,32.9,30.6,33.5,33.0,31.5,31.1,30.7,33.1,34.8,null,null,null,null
IDCJAC0002,029038,1969,null,null,34.2,34.7,null,null,null,null,null,null,null,33.1,null
IDCJAC0002,029038,1970,35.3,33.2,33.8,33.7,null,32.2,30.9,null,35.6,36.8,35.5,34.7,null
IDCJAC0002,029038,1971,34.4,32.0,31.6,31.6,31.8,29.5,30.0,33.8,35.4,37.1,36.0,34.9,33.2
IDCJAC0002,029038,1972,32.7,31.9,31.8,31.9,30.8,30.0,30.5,32.2,34.1,null,null,35.1,null
IDCJAC0002,029038,1973,34.4,31.2,32.6,32.8,32.6,32.3,32.2,34.7,35.1,38.1,34.8,33.2,33.7
IDCJAC0002,029038,1974,29.4,32.1,31.3,33.5,32.0,30.1,31.3,32.8,34.6,36.1,36.0,34.5,32.8
IDCJAC0002,029038,1975,32.9,31.3,33.2,32.7,32.4,29.8,31.9,33.0,33.9,35.4,34.8,32.5,32.8
IDCJAC0002,029038,1976,31.5,31.6,32.4,32.0,31.8,31.6,30.0,30.9,33.2,34.8,35.8,33.9,32.5
IDCJAC0002,029038,1977,32.9,31.8,32.2,32.2,30.9,29.4,29.8,30.9,32.7,35.0,35.6,34.4,32.3
IDCJAC0002,029038,1978,34.4,32.8,34.1,32.4,32.3,30.7,30.2,32.4,33.3,35.5,35.8,34.4,33.2
IDCJAC0002,029038,1979,30.3,31.3,32.5,31.6,32.0,30.3,30.3,31.6,33.7,35.7,36.4,35.6,32.6
IDCJAC0002,029038,1980,33.2,32.8,32.3,32.5,32.6,31.4,null,31.9,33.8,36.1,36.8,35.7,null
IDCJAC0002,029038,1981,30.1,31.4,33.7,33.7,30.8,31.1,31.3,33.2,33.5,35.6,36.3,35.8,33.0
IDCJAC0002,029038,1982,33.1,33.7,33.3,31.7,32.0,29.3,29.6,30.4,32.9,34.9,35.5,35.0,32.6
IDCJAC0002,029038,1983,35.4,35.0,32.8,32.6,31.1,30.0,30.4,31.4,34.6,36.3,36.1,35.6,33.4
IDCJAC0002,029038,1984,33.5,32.2,32.7,32.9,32.1,30.1,29.3,31.7,34.3,34.9,35.6,34.1,32.8
IDCJAC0002,029038,1985,33.7,33.3,31.6,32.9,31.0,30.1,28.8,32.5,34.6,35.4,34.9,35.2,32.8
IDCJAC0002,029038,1986,33.1,33.1,33.8,32.4,32.9,30.9,31.9,32.6,35.3,36.1,36.2,36.1,33.7
IDCJAC0002,029038,1987,34.3,31.2,33.4,33.9,33.6,32.3,30.5,32.7,34.2,38.1,37.6,35.8,34.0
IDCJAC0002,029038,1988,35.6,33.7,33.6,34.5,34.2,31.1,31.8,33.4,36.0,37.6,35.4,34.2,34.3
IDCJAC0002,029038,1989,33.4,32.2,32.6,32.7,32.2,28.8,30.2,31.2,35.2,36.8,34.6,34.4,32.9
IDCJAC0002,029038,1990,34.3,35.2,32.5,32.9,31.8,29.7,31.2,31.3,32.8,36.8,36.3,34.4,33.3
IDCJAC0002,029038,1991,31.2,30.5,33.1,32.4,31.7,31.3,30.4,32.0,34.2,36.0,36.0,35.4,32.9
IDCJAC0002,029038,1992,33.6,32.0,33.7,33.8,33.5,31.1,30.4,32.8,35.9,35.8,36.7,34.1,33.6
IDCJAC0002,029038,1993,32.5,29.6,33.1,32.9,32.0,30.9,30.7,32.1,34.0,36.0,36.0,34.6,32.9
IDCJAC0002,029038,1994,33.7,32.4,33.2,32.9,32.8,30.6,29.6,31.0,33.5,36.3,36.7,34.8,33.1
IDCJAC0002,029038,1995,33.9,32.7,31.7,33.7,32.4,30.4,31.3,30.9,34.8,36.3,37.9,35.4,33.4
IDCJAC0002,029038,1996,32.2,32.9,32.7,34.1,32.3,32.2,30.7,32.3,34.3,35.0,36.8,35.3,33.4
IDCJAC0002,029038,1997,33.0,32.6,32.1,32.6,32.0,30.3,30.7,31.4,34.9,36.1,36.9,33.8,33.0
IDCJAC0002,029038,1998,31.2,33.8,32.5,33.9,null,31.5,31.7,32.8,35.8,36.8,34.5,34.2,null
IDCJAC0002,029038,1999,32.1,31.9,32.3,31.7,31.4,30.5,30.3,31.8,34.5,36.6,34.2,33.5,32.6
IDCJAC0002,029038,2000,33.7,32.3,32.8,33.3,31.4,28.3,29.8,32.3,35.1,35.0,34.1,31.3,32.5
IDCJAC0002,029038,2001,33.3,31.2,33.3,32.9,31.9,31.2,31.0,32.1,35.1,36.3,36.7,34.6,33.3
IDCJAC0002,029038,2002,33.2,32.2,33.6,34.1,33.4,31.3,30.7,31.8,34.9,36.9,38.0,36.9,33.9
IDCJAC0002,029038,2003,32.4,32.2,31.8,33.5,32.5,31.9,31.4,32.3,35.2,37.0,38.1,36.9,33.8
IDCJAC0002,029038,2004,33.3,32.4,33.3,32.9,32.4,30.2,30.9,31.8,33.8,37.0,37.1,35.2,33.4
IDCJAC0002,029038,2005,32.7,33.1,33.3,34.1,32.6,32.2,32.2,31.9,35.0,37.1,36.9,37.9,34.1
IDCJAC0002,029038,2006,32.8,33.7,32.4,31.6,30.3,29.2,29.3,30.7,33.7,35.1,37.1,36.4,32.7
IDCJAC0002,029038,2007,33.7,32.2,32.3,31.9,33.1,29.3,29.5,32.4,35.0,37.1,36.5,34.6,33.1
IDCJAC0002,029038,2008,31.7,30.8,32.7,32.5,31.2,31.0,29.9,32.4,35.5,37.6,37.6,35.1,33.2
IDCJAC0002,029038,2009,31.2,32.0,33.5,33.6,31.9,32.2,31.5,33.2,35.7,36.9,37.6,35.6,33.7
IDCJAC0002,029038,2010,32.3,32.7,32.8,32.5,32.3,31.7,32.8,34.2,37.0,35.3,34.5,33.9,33.5
IDCJAC0002,029038,2011,32.0,32.6,31.5,32.5,30.9,29.5,30.5,31.7,34.3,36.4,35.9,33.0,32.6
IDCJAC0002,029038,2012,32.5,33.1,32.2,32.7,30.6,30.1,30.9,32.1,35.0,36.3,37.4,36.2,33.3
IDCJAC0002,029038,2013,33.4,34.3,33.1,32.2,32.4,31.9,31.4,33.2,35.6,37.5,35.5,35.5,33.8
IDCJAC0002,029038,2014,34.2,30.5,32.6,33.3,32.2,30.5,30.6,32.0,35.1,36.5,37.9,35.1,33.4
IDCJAC0002,029038,2015,32.6,34.8,34.1,34.6,34.1,32.5,32.1,33.2,34.9,36.5,37.3,33.9,34.2
IDCJAC0002,029038,2016,34.5,34.6,33.7,35.0,34.1,31.4,null,null,null,null,null,null,null
