Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,035059,1987,null,null,null,null,null,null,null,23.9,27.4,32.0,30.4,34.5,null
IDCJAC0002,035059,1988,35.2,33.1,30.6,28.6,25.4,22.7,22.2,23.5,28.1,35.1,33.1,33.2,29.2
IDCJAC0002,035059,1990,37.2,36.8,31.5,27.0,24.6,20.9,22.9,23.9,26.5,31.6,35.2,34.3,29.4
IDCJAC0002,035059,1991,31.9,32.9,33.5,30.2,26.9,25.7,23.3,26.5,30.4,33.1,35.0,35.1,30.4
IDCJAC0002,035059,1992,36.5,34.1,32.8,29.0,24.5,22.3,23.0,25.4,27.9,30.7,34.1,33.2,29.5
IDCJAC0002,035059,1993,33.0,34.6,33.9,31.2,27.2,23.5,23.8,25.6,25.7,30.3,33.1,34.2,29.7
IDCJAC0002,035059,1994,37.7,33.2,29.8,29.2,26.1,24.0,23.5,24.8,29.0,31.7,34.5,35.2,29.9
IDCJAC0002,035059,1995,35.9,32.8,35.8,30.5,25.8,22.7,23.4,25.2,28.2,30.1,34.6,35.3,30.0
IDCJAC0002,035059,1996,32.8,35.2,33.5,30.6,25.5,24.6,22.5,24.7,29.4,29.1,33.9,33.7,29.6
IDCJAC0002,035059,1997,34.4,33.0,31.6,30.3,27.1,null,null,24.7,30.1,31.7,null,null,null
IDCJAC0002,035059,1998,36.4,35.7,36.5,29.6,25.6,23.0,22.5,24.8,26.3,29.3,30.4,33.5,29.5
IDCJAC0002,035059,1999,null,33.4,32.5,28.4,27.9,23.3,22.5,24.9,28.9,32.0,29.5,32.9,null
IDCJAC0002,035059,2000,34.4,30.5,32.3,27.2,24.0,20.9,23.0,24.4,30.6,31.1,29.5,32.1,28.3
IDCJAC0002,035059,2001,35.0,34.4,33.4,29.6,26.1,24.6,23.3,25.4,28.2,31.5,31.6,35.8,29.9
IDCJAC0002,035059,2002,34.9,35.7,34.4,31.8,27.3,22.9,23.4,23.7,29.6,33.8,35.2,36.6,30.8
IDCJAC0002,035059,2003,37.6,32.6,32.6,30.6,27.0,23.5,22.8,24.7,30.4,31.3,32.4,35.2,30.1
IDCJAC0002,035059,2004,35.2,34.4,33.2,30.9,27.4,24.3,23.1,25.2,27.6,33.8,33.1,33.7,30.2
IDCJAC0002,035059,2005,34.6,35.9,33.7,30.2,25.3,22.1,22.9,23.2,29.3,32.5,33.1,37.3,30.0
IDCJAC0002,035059,2006,36.7,36.5,31.9,29.1,25.0,22.4,22.6,25.8,28.1,32.3,33.1,32.8,29.7
IDCJAC0002,035059,2007,34.2,32.1,35.2,31.0,28.2,18.8,21.6,24.1,27.8,32.8,30.8,32.2,29.1
IDCJAC0002,035059,2008,31.1,30.2,30.3,28.5,25.6,23.4,21.9,22.7,27.6,29.3,33.9,34.9,28.3
IDCJAC0002,035059,2009,33.5,33.1,32.8,30.5,25.9,23.9,23.7,29.1,30.7,31.9,35.5,35.0,30.5
IDCJAC0002,035059,2010,33.3,30.9,30.3,29.1,25.0,null,null,null,null,null,null,null,null
