Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,042023,1908,32.8,31.3,28.3,25.7,24.1,18.3,19.1,21.4,23.8,26.2,31.1,34.3,26.4
IDCJAC0002,042023,1909,31.6,30.9,29.5,26.5,22.9,18.4,17.1,20.1,23.9,29.5,32.1,32.2,26.2
IDCJAC0002,042023,1910,31.1,31.0,28.0,27.3,25.5,19.8,18.2,22.1,25.7,26.7,27.5,32.4,26.3
IDCJAC0002,042023,1911,29.3,null,null,27.0,22.1,20.3,19.3,21.7,25.7,28.9,33.4,36.1,null
IDCJAC0002,042023,1912,33.5,34.1,30.5,28.8,24.6,20.0,17.9,21.3,25.8,29.7,30.7,34.6,27.6
IDCJAC0002,042023,1913,31.7,31.8,30.3,27.0,21.4,17.5,20.0,21.6,25.3,30.3,33.3,33.9,27.0
IDCJAC0002,042023,1914,35.6,33.0,30.5,29.7,23.2,19.7,17.0,21.7,25.8,27.6,33.7,35.5,27.8
IDCJAC0002,042023,1915,34.8,35.9,34.7,30.0,21.8,20.8,19.5,20.4,28.5,30.9,35.6,32.6,28.8
IDCJAC0002,042023,1916,34.0,33.6,29.3,26.6,24.5,19.0,18.5,20.6,23.7,27.5,27.4,30.9,26.3
IDCJAC0002,042023,1917,33.6,28.8,28.3,25.5,21.5,18.6,19.7,20.2,23.3,26.9,28.4,30.6,25.4
IDCJAC0002,042023,1918,28.6,30.6,29.8,26.6,22.8,22.0,20.3,22.3,26.1,30.8,33.8,36.5,27.5
IDCJAC0002,042023,1919,37.2,34.7,32.1,28.0,23.6,21.3,20.5,22.1,27.9,31.4,34.4,35.6,29.1
IDCJAC0002,042023,1920,33.7,33.1,32.0,27.6,23.4,20.2,18.3,19.4,23.4,27.7,31.5,33.2,27.0
IDCJAC0002,042023,1921,32.5,33.4,29.2,29.4,25.6,21.2,20.2,19.4,24.6,27.6,34.7,32.4,27.5
IDCJAC0002,042023,1922,32.9,31.5,33.0,31.8,24.9,20.8,19.0,21.6,26.6,30.7,34.7,34.7,28.5
IDCJAC0002,042023,1923,35.9,36.5,34.3,27.7,27.1,20.0,18.2,21.1,26.3,29.9,32.9,34.6,28.7
