Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,031213,2003,null,null,null,null,null,28.0,27.1,27.9,28.9,30.5,31.6,32.8,null
IDCJAC0002,031213,2004,32.9,32.3,31.4,29.9,28.6,26.7,26.4,27.4,28.6,29.6,31.5,32.0,29.8
IDCJAC0002,031213,2005,31.5,32.6,31.3,30.4,28.9,27.5,26.6,26.6,28.8,31.0,32.1,33.4,30.1
IDCJAC0002,031213,2006,31.7,32.0,30.7,29.6,27.3,26.7,25.9,26.9,28.0,29.3,31.4,31.8,29.3
IDCJAC0002,031213,2007,32.5,31.3,30.9,29.6,29.2,25.6,25.7,26.9,28.6,30.5,31.1,33.0,29.6
IDCJAC0002,031213,2008,32.0,31.1,29.8,29.4,28.2,27.2,25.5,26.6,29.4,30.5,33.0,33.2,29.7
IDCJAC0002,031213,2009,31.7,31.6,31.4,30.8,29.1,27.9,27.9,28.3,30.0,31.0,31.6,32.8,30.3
IDCJAC0002,031213,2010,31.3,32.4,31.7,29.6,29.3,27.9,27.6,28.0,30.0,31.0,31.5,32.2,30.2
IDCJAC0002,031213,2011,31.8,30.6,31.2,29.1,27.9,26.1,25.8,27.2,28.6,30.6,31.9,32.7,29.5
IDCJAC0002,031213,2012,32.0,32.0,30.9,29.7,28.1,26.0,25.1,26.7,29.0,29.4,31.5,32.7,29.4
IDCJAC0002,031213,2013,32.7,33.0,31.4,29.8,28.1,27.2,26.6,27.9,29.2,30.8,31.7,32.4,30.1
IDCJAC0002,031213,2014,32.2,31.0,30.1,30.4,28.8,26.2,26.7,27.2,28.3,29.6,31.4,32.8,29.6
IDCJAC0002,031213,2015,32.6,31.8,30.9,30.3,28.9,27.3,26.1,27.3,28.8,29.6,32.0,32.4,29.8
IDCJAC0002,031213,2016,32.8,33.2,31.8,30.6,29.5,28.8,null,null,null,null,null,null,null
