Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,043034,1938,34.9,36.2,33.5,29.2,24.4,19.3,18.2,19.7,25.4,31.2,32.9,37.3,28.5
IDCJAC0002,043034,1939,37.8,34.1,30.5,25.6,24.7,19.3,16.4,19.0,24.9,27.2,32.0,34.9,27.2
IDCJAC0002,043034,1940,38.8,33.6,31.0,27.1,22.8,21.3,20.1,22.1,26.3,31.9,33.6,34.7,28.6
IDCJAC0002,043034,1941,28.1,31.5,28.8,26.4,22.7,18.6,19.4,21.1,27.8,29.7,33.4,35.0,26.9
IDCJAC0002,043034,1942,37.2,31.4,33.1,28.5,23.9,21.4,19.3,23.6,26.7,27.8,32.2,30.2,27.9
IDCJAC0002,043034,1943,33.3,34.5,35.0,26.8,22.4,17.6,18.2,18.6,23.8,29.8,31.3,35.0,27.2
IDCJAC0002,043034,1944,37.0,33.7,32.4,27.6,21.3,19.3,18.5,20.2,24.3,29.5,35.6,36.4,28.0
IDCJAC0002,043034,1945,36.1,34.6,32.5,26.1,22.6,19.8,17.8,21.8,25.3,27.8,32.4,34.6,27.6
IDCJAC0002,043034,1946,34.8,35.0,30.3,25.8,24.8,18.3,20.5,23.2,24.8,28.7,36.1,35.6,28.2
IDCJAC0002,043034,1947,37.8,29.3,29.9,25.2,23.2,19.0,18.7,19.3,22.6,26.7,29.9,31.7,26.1
IDCJAC0002,043034,1948,31.8,35.4,30.3,25.8,19.8,18.7,18.0,21.6,24.6,29.6,33.4,35.7,27.1
IDCJAC0002,043034,1949,34.0,34.3,30.4,26.2,21.6,16.3,19.3,21.4,23.1,27.8,30.2,35.9,26.7
IDCJAC0002,043034,1950,35.4,30.7,30.1,25.3,22.9,16.4,17.4,18.9,24.3,25.4,27.8,33.4,25.7
IDCJAC0002,043034,1951,31.4,33.8,31.6,26.1,21.9,18.8,19.7,19.3,25.8,28.2,34.9,35.3,27.2
IDCJAC0002,043034,1952,38.2,33.6,29.9,25.7,21.2,19.6,18.0,19.9,25.2,27.5,31.6,35.8,27.2
IDCJAC0002,043034,1953,32.8,28.9,30.8,28.3,21.2,20.2,19.7,19.5,25.2,28.4,30.6,37.5,26.9
IDCJAC0002,043034,1954,31.5,29.8,33.7,28.6,22.4,19.0,18.5,20.5,24.3,26.6,30.5,33.6,26.6
IDCJAC0002,043034,1955,34.1,31.9,null,28.0,null,19.6,null,null,25.3,28.8,31.6,32.9,null
IDCJAC0002,043034,1956,33.1,29.8,29.3,26.5,19.7,17.1,17.9,19.5,22.0,26.6,29.7,34.1,25.4
IDCJAC0002,043034,1962,30.5,34.5,28.5,26.3,22.7,21.7,20.5,20.6,24.7,30.1,35.1,31.9,27.3
IDCJAC0002,043034,1963,30.5,35.7,30.2,27.8,23.4,19.6,19.2,21.7,25.9,27.8,30.2,33.8,27.1
IDCJAC0002,043034,1964,36.7,34.1,33.3,28.2,23.1,20.0,20.2,21.4,25.4,26.3,31.0,34.2,27.8
IDCJAC0002,043034,1965,36.2,35.8,33.2,28.5,24.5,20.7,18.0,22.0,27.6,29.8,33.2,32.3,28.5
IDCJAC0002,043034,1966,33.0,35.0,32.1,29.8,22.7,19.7,18.1,18.7,23.4,26.8,31.2,33.6,27.0
IDCJAC0002,043034,1967,35.7,34.8,28.5,28.5,22.4,19.3,19.1,19.4,25.9,31.5,33.2,32.6,27.6
IDCJAC0002,043034,1968,33.0,33.9,32.1,30.8,20.1,19.1,17.4,19.6,23.9,30.1,33.9,33.2,27.3
IDCJAC0002,043034,1969,36.9,35.8,31.7,27.9,22.9,19.0,20.0,22.8,21.8,28.2,30.0,33.9,27.6
IDCJAC0002,043034,1970,35.0,33.7,31.6,28.2,22.5,21.8,20.4,21.2,23.1,29.3,31.2,31.7,27.5
IDCJAC0002,043034,1971,33.7,32.4,30.3,27.0,22.7,20.1,18.7,21.0,24.4,29.4,30.5,33.2,27.0
IDCJAC0002,043034,1972,32.2,31.3,32.6,27.5,23.5,21.5,20.2,22.3,27.2,31.4,31.7,37.1,28.2
IDCJAC0002,043034,1973,36.5,33.3,33.2,29.9,27.1,21.1,20.3,21.3,24.9,28.9,31.2,32.4,28.3
IDCJAC0002,043034,1974,30.5,32.3,31.4,28.5,22.6,20.0,19.8,19.8,22.4,27.7,29.5,35.5,26.7
IDCJAC0002,043034,1975,34.8,32.3,30.7,27.6,24.9,19.8,20.5,21.9,26.0,26.9,32.4,31.3,27.4
IDCJAC0002,043034,1976,32.2,29.3,30.5,26.7,23.5,20.1,19.5,21.0,23.4,25.7,31.5,35.2,26.6
IDCJAC0002,043034,1977,33.7,32.9,29.5,27.5,22.0,19.0,19.2,23.9,25.7,30.4,34.2,35.5,27.8
IDCJAC0002,043034,1978,34.3,34.5,31.7,28.0,22.0,17.4,17.6,18.9,22.9,25.9,29.4,32.3,26.2
IDCJAC0002,043034,1979,35.6,33.5,31.8,29.7,21.7,21.3,19.9,21.4,25.3,28.3,34.4,38.4,28.4
IDCJAC0002,043034,1980,36.7,35.2,33.0,28.9,23.9,20.2,18.4,22.8,28.5,30.9,34.6,33.1,28.9
IDCJAC0002,043034,1981,34.6,36.1,33.1,29.0,22.6,18.2,17.8,19.6,27.1,27.9,29.2,35.8,27.6
IDCJAC0002,043034,1982,34.5,34.3,29.1,27.8,23.6,18.7,18.4,24.0,24.6,28.7,34.6,36.1,27.9
IDCJAC0002,043034,1983,34.4,36.1,32.2,24.1,21.4,17.8,17.8,19.6,26.4,29.2,28.8,31.4,26.6
IDCJAC0002,043034,1984,30.5,32.1,32.2,26.2,24.0,20.9,16.5,20.4,22.7,28.0,31.9,35.0,26.7
IDCJAC0002,043034,1985,37.0,35.0,32.1,27.7,24.2,19.0,19.4,20.8,23.4,26.6,29.9,34.1,27.4
IDCJAC0002,043034,1986,34.1,35.0,33.5,30.1,24.3,20.2,18.1,20.5,26.0,28.2,29.9,33.5,27.8
IDCJAC0002,043034,1987,36.0,34.4,32.1,28.6,22.4,21.1,19.0,20.6,25.6,27.4,30.1,35.0,27.7
IDCJAC0002,043034,1988,36.0,31.9,30.0,25.4,23.0,19.7,20.1,21.5,24.9,33.0,31.7,34.4,27.6
IDCJAC0002,043034,1989,34.3,33.1,31.5,26.0,23.6,17.5,17.3,19.5,25.6,29.9,30.5,34.5,26.9
IDCJAC0002,043034,1990,36.5,34.4,30.7,24.5,22.2,18.0,18.6,18.6,24.6,29.6,34.2,37.2,27.4
IDCJAC0002,043034,1991,33.5,34.5,33.1,28.8,24.8,22.0,18.5,22.2,26.3,31.6,32.9,33.7,28.5
IDCJAC0002,043034,1992,36.4,33.1,33.1,28.0,22.6,19.5,20.6,21.4,24.4,28.6,30.4,33.3,27.6
IDCJAC0002,043034,1993,36.9,34.9,32.0,30.3,25.7,19.7,21.0,22.0,23.4,27.8,33.2,32.9,28.3
IDCJAC0002,043034,1994,37.1,30.7,29.1,28.5,24.7,20.7,20.8,22.0,25.6,29.4,31.9,35.3,28.0
IDCJAC0002,043034,1995,33.5,31.7,33.5,28.1,23.3,20.4,19.8,24.6,27.0,29.7,33.1,32.9,28.1
IDCJAC0002,043034,1996,32.6,32.3,31.6,27.4,24.2,21.4,18.9,22.4,27.3,29.5,32.4,34.3,27.9
IDCJAC0002,043034,1997,32.3,33.4,31.5,30.4,null,null,null,null,null,null,null,null,null
